"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","ClusterName"
"954",4.47519611573639e-95,0.727977211176964,0.7,0.354,6.2728823954277e-91,9,"MYO1F","NK cells resting"
"955",4.50462600321755e-93,0.846248365298084,0.521,0.216,6.31413426871004e-89,9,"ABHD17A","NK cells resting"
"956",1.60131638258589e-92,0.808559441516696,0.569,0.251,2.24456517347065e-88,9,"CD63","NK cells resting"
"957",7.78538739529021e-92,0.710561599279225,0.282,0.063,1.09127775119783e-87,9,"CD160","NK cells resting"
"958",8.44424058646413e-92,0.793399179964501,0.374,0.109,1.18362920300468e-87,9,"ADGRG1","NK cells resting"
"959",4.40087317435374e-79,0.751110658789076,0.453,0.178,6.16870392849164e-75,9,"APMAP","NK cells resting"
"960",2.61082151326408e-77,0.661273171784118,0.303,0.084,3.65958851514226e-73,9,"TXK","NK cells resting"
"961",4.94974208655398e-77,0.659037809315667,0.269,0.068,6.93805348272271e-73,9,"PRSS23","NK cells resting"
"962",7.58853583203336e-76,0.471388215638851,0.962,0.919,1.06368506757612e-71,9,"SERF2","NK cells resting"
"963",1.99085868763381e-75,0.643047794223466,0.921,0.707,2.79058662245631e-71,9,"CCL5","NK cells resting"
"964",4.64358278095186e-74,0.681225090730062,0.338,0.106,6.50890998406022e-70,9,"C1orf21","NK cells resting"
"965",2.68889769939452e-73,0.594437796755451,0.883,0.735,3.7690279052413e-69,9,"ARPC2","NK cells resting"
"966",1.44068047349413e-72,0.757185430823711,0.491,0.222,2.01940181969672e-68,9,"DOK2","NK cells resting"
"967",7.05083069021327e-72,0.699858286629163,0.442,0.181,9.88314937847193e-68,9,"TPST2","NK cells resting"
"968",6.97517661319535e-71,0.484113936002053,0.968,0.902,9.77710505871591e-67,9,"CFL1","NK cells resting"
"969",3.23976056065572e-69,0.736673097287645,0.453,0.194,4.54117237787112e-65,9,"RUNX3","NK cells resting"
"970",5.34127759847282e-67,0.702035100195562,0.621,0.358,7.48686880977935e-63,9,"ARL4C","NK cells resting"
"971",4.32314614553888e-65,0.640817725380428,0.301,0.095,6.05975395220185e-61,9,"TBX21","NK cells resting"
"972",5.05267484290726e-64,0.696936495846539,0.561,0.287,7.0823343273031e-60,9,"C12orf75","NK cells resting"
"973",1.69487395874898e-63,0.345186455156209,0.994,0.987,2.37570482797845e-59,9,"HLA-C","NK cells resting"
"974",1.56449837624828e-61,0.504883376317404,0.937,0.869,2.19295737398721e-57,9,"CYBA","NK cells resting"
"975",8.0391344759142e-61,0.64222765721136,0.645,0.412,1.12684547948889e-56,9,"RAP1B","NK cells resting"
"976",4.113731453507e-60,0.316457272859478,0.998,0.994,5.76621737838077e-56,9,"HLA-B","NK cells resting"
"977",1.94183350980453e-59,0.605634389523745,0.723,0.5,2.72186803069301e-55,9,"LITAF","NK cells resting"
"978",1.60666748050964e-58,0.657677004731704,0.51,0.262,2.25206580743036e-54,9,"CHST12","NK cells resting"
"979",7.79498333330623e-56,0.547022915708376,0.854,0.717,1.09262281382953e-51,9,"UBB","NK cells resting"
"980",1.9445423536118e-54,0.622368904004967,0.269,0.087,2.72566501705766e-50,9,"MAP3K8","NK cells resting"
"981",5.06307859865131e-54,0.660513977855768,0.534,0.302,7.09691727172955e-50,9,"FAM49B","NK cells resting"
"982",6.35734765749325e-54,0.604133018454975,0.385,0.162,8.91109421150829e-50,9,"SAMD3","NK cells resting"
"983",6.62517976268337e-54,0.612583189875369,0.469,0.232,9.28651447335328e-50,9,"CTSD","NK cells resting"
"984",1.12629307431237e-53,0.38467291021131,0.971,0.906,1.57872500226365e-49,9,"SH3BGRL3","NK cells resting"
"985",1.35066606124535e-53,0.610532870161005,0.628,0.378,1.89322861804761e-49,9,"GZMM","NK cells resting"
"986",1.44210769715434e-53,0.61931998179496,0.317,0.117,2.02140235910124e-49,9,"NCR3","NK cells resting"
"987",2.09778944734129e-53,0.633505553054091,0.52,0.286,2.94047146833829e-49,9,"JAK1","NK cells resting"
"988",2.43591922322344e-52,0.58359133471272,0.263,0.086,3.4144279751923e-48,9,"HSH2D","NK cells resting"
"989",2.79503297358679e-52,0.524964037776216,0.783,0.614,3.9177977190766e-48,9,"RAC2","NK cells resting"
"990",2.63632937966796e-51,0.628322233312293,0.371,0.157,3.69534289148057e-47,9,"PYHIN1","NK cells resting"
"991",8.44450569956429e-51,0.636662541437238,0.401,0.183,1.18366636390793e-46,9,"PLEK","NK cells resting"
"992",8.29518242012281e-49,0.634908747036517,0.388,0.178,1.16273571982861e-44,9,"SPN","NK cells resting"
"993",1.8905626577962e-48,0.579961686533095,0.304,0.118,2.65000167743293e-44,9,"UBE2F","NK cells resting"
"994",1.10044084544781e-47,0.677243903348687,0.479,0.262,1.5424879330642e-43,9,"DDIT4","NK cells resting"
"995",2.72208610862855e-47,0.577900183588533,0.295,0.113,3.81554809846464e-43,9,"MAPK1","NK cells resting"
"996",3.15045070125817e-45,0.582439208785183,0.537,0.33,4.41598674795358e-41,9,"NDUFB7","NK cells resting"
"997",1.22566129632289e-44,0.594158424918973,0.507,0.295,1.71800943905579e-40,9,"PPP1R18","NK cells resting"
"998",3.42759887983355e-43,0.635008105573802,0.48,0.278,4.80446534986268e-39,9,"XBP1","NK cells resting"
"999",4.10250942287928e-43,0.528729744420772,0.648,0.451,5.75048745804988e-39,9,"BIN2","NK cells resting"
"1000",2.71410473337311e-42,0.595724923880921,0.368,0.175,3.80436060476909e-38,9,"C5orf56","NK cells resting"
"1001",3.77920292811692e-42,0.588663890873156,0.382,0.188,5.29730874434148e-38,9,"GNG2","NK cells resting"
"1002",9.20264331897827e-42,0.34216635936128,0.962,0.94,1.28993451402118e-37,9,"H3F3B","NK cells resting"
"1003",1.29623299883266e-41,0.575547922293746,0.58,0.391,1.81692979446374e-37,9,"NDUFB2","NK cells resting"
"1004",2.29100727478632e-41,0.642907641833816,0.504,0.306,3.21130489706799e-37,9,"ALOX5AP","NK cells resting"
"1005",5.88764347800075e-41,0.488936234683153,0.718,0.557,8.25270986311365e-37,9,"CLIC1","NK cells resting"
"1006",7.91986846045727e-41,0.565175128922719,0.29,0.119,1.1101279621023e-36,9,"CISD3","NK cells resting"
"1007",3.95212800584605e-40,0.586159520799698,0.609,0.435,5.53969782579441e-36,9,"CCND3","NK cells resting"
"1008",5.79481502603785e-39,0.535647856794552,0.556,0.361,8.12259222199725e-35,9,"GSTP1","NK cells resting"
"1009",4.21317257422285e-38,0.579686373210781,0.542,0.365,5.90560399728817e-34,9,"DBI","NK cells resting"
"1010",8.94247188832928e-38,0.590438292537496,0.583,0.377,1.25346628458712e-33,9,"LGALS1","NK cells resting"
"1011",1.66964429602569e-37,0.525711057116853,0.417,0.227,2.34034040973922e-33,9,"OSTF1","NK cells resting"
"1012",1.7895985476202e-36,0.536214250460838,0.475,0.289,2.50848028419923e-32,9,"TGFB1","NK cells resting"
"1013",5.85171005836254e-36,0.403714229153577,0.807,0.667,8.20234198880678e-32,9,"CALM1","NK cells resting"
"1014",1.60503319520338e-34,0.549992939470291,0.387,0.208,2.24977502971658e-30,9,"PIP4K2A","NK cells resting"
"1015",1.71421876931907e-34,0.469787587939696,0.637,0.47,2.40282044895454e-30,9,"RARRES3","NK cells resting"
"1016",6.56854292150744e-34,0.52430021023123,0.482,0.304,9.20712661307698e-30,9,"HMGN3","NK cells resting"
"1017",1.12492450386764e-33,0.547804224096571,0.406,0.228,1.57680667707128e-29,9,"ARPC5L","NK cells resting"
"1018",1.39887562539457e-33,0.468875389140067,0.309,0.145,1.96080396411557e-29,9,"GLIPR2","NK cells resting"
"1019",2.46988965887486e-33,0.350182580465639,0.99,0.989,3.4620443348449e-29,9,"ACTB","NK cells resting"
"1020",3.48505364134049e-33,0.547859424116235,0.355,0.183,4.88499968906696e-29,9,"APOBEC3G","NK cells resting"
"1021",1.12953223112086e-32,0.519685115527897,0.263,0.113,1.58326532836211e-28,9,"ABI3","NK cells resting"
"1022",3.54827112246896e-32,0.43071797755714,0.727,0.56,4.97361163236474e-28,9,"CD99","NK cells resting"
"1023",6.49378505731354e-32,0.414037222887481,0.894,0.835,9.10233851483639e-28,9,"ACTG1","NK cells resting"
"1024",1.10434303960497e-31,0.322559519147142,0.884,0.833,1.54795763861428e-27,9,"MYL6","NK cells resting"
"1025",1.10609748306601e-30,0.490737734573497,0.534,0.365,1.55041684201363e-26,9,"RNF213","NK cells resting"
"1026",1.65946232522483e-30,0.32309115124765,0.886,0.809,2.32606834126765e-26,9,"MYL12A","NK cells resting"
"1027",8.2079052582464e-29,0.502165319132957,0.355,0.195,1.1505020800484e-24,9,"PRKCH","NK cells resting"
"1028",7.17544256669518e-28,0.492216953291246,0.458,0.3,1.00578178457366e-23,9,"CD164","NK cells resting"
"1029",8.33546158634891e-28,0.452244066591817,0.713,0.6,1.16838165055853e-23,9,"CDC42","NK cells resting"
"1030",1.58279704992743e-27,0.462417094518011,0.42,0.26,2.21860662488327e-23,9,"ZAP70","NK cells resting"
"1031",1.41519359620384e-26,0.429541839621471,0.655,0.536,1.98367686379892e-22,9,"UBL5","NK cells resting"
"1032",4.75833257839678e-26,0.438958229715525,0.537,0.378,6.66975477513877e-22,9,"IRF1","NK cells resting"
"1033",7.82450710826277e-26,0.446993707522988,0.559,0.436,1.09676116136519e-21,9,"POLR2L","NK cells resting"
"1034",8.28286752834238e-26,0.325142694285303,0.849,0.77,1.16100954144775e-21,9,"GAPDH","NK cells resting"
"1035",9.22904370788999e-26,0.469061942131125,0.482,0.328,1.29363505653494e-21,9,"FLNA","NK cells resting"
"1036",2.31303764848404e-25,0.459172241804038,0.36,0.213,3.24218487188008e-21,9,"CDKN2D","NK cells resting"
"1037",5.09986428391322e-25,0.467697349998604,0.35,0.205,7.14847976676116e-21,9,"DHRS7","NK cells resting"
"1038",5.33295230566212e-25,0.339977248965675,0.748,0.64,7.47519924684659e-21,9,"UQCR11","NK cells resting"
"1039",6.14228769869479e-25,0.483121216672687,0.39,0.24,8.60964466726048e-21,9,"C1orf162","NK cells resting"
"1040",8.55329253613212e-25,0.450239857490596,0.38,0.232,1.19891501478964e-20,9,"SLC9A3R1","NK cells resting"
"1041",1.14045830845483e-24,0.467116202878714,0.46,0.312,1.59858041096113e-20,9,"PSMB10","NK cells resting"
"1042",2.0994245718688e-24,0.437911403663324,0.597,0.477,2.9427634223885e-20,9,"PPP1CA","NK cells resting"
"1043",3.52667610797561e-24,0.454362418623606,0.353,0.21,4.94334190054941e-20,9,"RASSF5","NK cells resting"
"1044",4.43086953608159e-24,0.460482100346829,0.345,0.199,6.21074982872557e-20,9,"CTSC","NK cells resting"
"1045",5.42278147454936e-24,0.466172682430086,0.319,0.175,7.60111279287584e-20,9,"ZEB2","NK cells resting"
"1046",9.53903694627511e-24,0.449670143827896,0.452,0.31,1.33708680875938e-19,9,"MSN","NK cells resting"
"1047",1.34379641460835e-23,0.425652709459374,0.507,0.361,1.88359943435652e-19,9,"ARPC4","NK cells resting"
"1048",1.41120795303991e-23,0.428128769439678,0.445,0.303,1.97809018777605e-19,9,"FMNL1","NK cells resting"
"1049",1.44430957407555e-23,0.441382516646447,0.513,0.378,2.0244887299817e-19,9,"PRELID1","NK cells resting"
"1050",2.59358737808905e-23,0.393001870609942,0.319,0.176,3.63543142786742e-19,9,"ITGAL","NK cells resting"
"1051",5.49003142220634e-23,0.368541111684263,0.664,0.548,7.69537704450663e-19,9,"GUK1","NK cells resting"
"1052",7.43598432927811e-23,0.463225763899584,0.414,0.268,1.04230192343491e-18,9,"CLEC2B","NK cells resting"
"1053",7.49828975632605e-23,0.443093072419449,0.368,0.224,1.05103527514422e-18,9,"MBP","NK cells resting"
"1054",7.55450424390694e-23,0.391121570111026,0.544,0.422,1.05891485986844e-18,9,"TPI1","NK cells resting"
"1055",1.05933102293285e-22,0.445665283109011,0.268,0.141,1.48486429484497e-18,9,"HDDC2","NK cells resting"
"1056",4.78453695347842e-22,0.458528793333164,0.296,0.164,6.7064854476907e-18,9,"PTGER2","NK cells resting"
"1057",4.83132158362103e-22,0.306506971645045,0.689,0.556,6.77206346376159e-18,9,"NEAT1","NK cells resting"
"1058",5.14163962011628e-22,0.438818275494385,0.331,0.197,7.207036255517e-18,9,"C20orf24","NK cells resting"
"1059",5.33981815149703e-22,0.430218586687875,0.326,0.19,7.48482310295338e-18,9,"CDK2AP2","NK cells resting"
"1060",5.48665711971803e-22,0.447833495003091,0.391,0.258,7.69064728470877e-18,9,"AKNA","NK cells resting"
"1061",7.93914997484755e-22,0.443988384483107,0.371,0.233,1.11283065197438e-17,9,"CFLAR","NK cells resting"
"1062",8.47223529899891e-22,0.464790878337197,0.309,0.178,1.18755322186068e-17,9,"GLRX","NK cells resting"
"1063",1.0879177599981e-21,0.430831677575861,0.281,0.155,1.52493432418934e-17,9,"SIPA1","NK cells resting"
"1064",2.63349203695556e-21,0.444334210421084,0.437,0.307,3.69136578820061e-17,9,"PRDX5","NK cells resting"
"1065",2.91131381680952e-21,0.412701036495234,0.398,0.26,4.08078857702191e-17,9,"DSTN","NK cells resting"
"1066",5.65551896166707e-21,0.429673232024629,0.485,0.359,7.92734092856873e-17,9,"LCP1","NK cells resting"
"1067",7.07662185560535e-21,0.391390257756627,0.601,0.486,9.91930085500202e-17,9,"RBM39","NK cells resting"
"1068",1.35755751999111e-20,0.382090072088461,0.526,0.4,1.90288837577154e-16,9,"DRAP1","NK cells resting"
"1069",2.2495525444469e-20,0.355622112266134,0.648,0.554,3.15319780155123e-16,9,"TCEB2","NK cells resting"
"1070",2.29592055832247e-20,0.416818001846604,0.338,0.21,3.2181918466006e-16,9,"BANF1","NK cells resting"
"1071",2.58232242000843e-20,0.426662033735894,0.265,0.144,3.61964133612581e-16,9,"SASH3","NK cells resting"
"1072",3.33725240199411e-20,0.423502078009533,0.425,0.292,4.67782669187515e-16,9,"TCF25","NK cells resting"
"1073",3.53463621681696e-20,0.375360058842487,0.525,0.375,4.95449958511234e-16,9,"ANXA1","NK cells resting"
"1074",8.61278594747649e-20,0.430205998459785,0.418,0.288,1.20725420625778e-15,9,"SCP2","NK cells resting"
"1075",1.91831428171504e-19,0.399852201976609,0.472,0.356,2.68890112867998e-15,9,"CCDC85B","NK cells resting"
"1076",2.11705234177159e-19,0.378911654862726,0.517,0.402,2.96747226746124e-15,9,"ARPC5","NK cells resting"
"1077",2.21321014669888e-19,0.402647135732976,0.585,0.493,3.10225666262782e-15,9,"EIF3G","NK cells resting"
"1078",6.90998577194134e-19,0.390847775274771,0.357,0.227,9.68572705653017e-15,9,"CARD16","NK cells resting"
"1079",1.11401880448347e-18,0.429616257657649,0.319,0.197,1.56152015824449e-14,9,"DGKZ","NK cells resting"
"1080",1.3223546838346e-18,0.390472322137744,0.58,0.469,1.85354456033095e-14,9,"IER2","NK cells resting"
"1081",1.59404463975657e-18,0.408639161537484,0.319,0.197,2.23437237154678e-14,9,"CH17-189H20.1","NK cells resting"
"1082",4.20580607947082e-18,0.397465734148561,0.441,0.33,5.89527838159425e-14,9,"BSG","NK cells resting"
"1083",4.67790502730283e-18,0.45791100872276,0.455,0.337,6.55701947677037e-14,9,"ZFP36","NK cells resting"
"1084",6.74692175676917e-18,0.415253201908843,0.292,0.177,9.45716022646334e-14,9,"CCDC69","NK cells resting"
"1085",8.24112397134674e-18,0.359683503078581,0.539,0.435,1.15515834706367e-13,9,"C9orf16","NK cells resting"
"1086",8.61159271630101e-18,0.371090657795123,0.274,0.159,1.20708695104391e-13,9,"TLN1","NK cells resting"
"1087",8.67478286542583e-17,0.391641719460583,0.261,0.151,1.21594431424674e-12,9,"SDF2L1","NK cells resting"
"1088",9.1767376261699e-17,0.38723974892603,0.453,0.34,1.28630331306023e-12,9,"PRMT2","NK cells resting"
"1089",1.50450170037449e-16,0.349213788907095,0.518,0.412,2.10886003341493e-12,9,"SEPT7","NK cells resting"
"1090",1.64706080964433e-16,0.405716259733814,0.418,0.308,2.30868513687846e-12,9,"P4HB","NK cells resting"
"1091",4.1272209447352e-16,0.306724437200978,0.607,0.524,5.78512559823532e-12,9,"ATP5I","NK cells resting"
"1092",4.59794335290217e-16,0.363988406853807,0.442,0.33,6.44493719776298e-12,9,"WIPF1","NK cells resting"
"1093",6.30315776869786e-16,0.314850362535558,0.645,0.569,8.8351362443838e-12,9,"LSP1","NK cells resting"
"1094",7.72901939640418e-16,0.356174722129383,0.496,0.4,1.08337664879397e-11,9,"COX8A","NK cells resting"
"1095",2.11010211759463e-15,0.340493808450653,0.472,0.368,2.95773013823239e-11,9,"SEC61B","NK cells resting"
"1096",2.24807141416355e-15,0.332658712874697,0.414,0.304,3.15112170123305e-11,9,"CYCS","NK cells resting"
"1097",2.59720369632001e-15,0.416403222584193,0.319,0.209,3.64050042113176e-11,9,"APOBEC3C","NK cells resting"
"1098",2.78078061599941e-15,0.384161441721515,0.306,0.198,3.89782018944637e-11,9,"IDS","NK cells resting"
"1099",3.84087740675058e-15,0.348088141286785,0.281,0.173,5.38375786104229e-11,9,"CTDSP1","NK cells resting"
"1100",4.55746725589966e-15,0.374537216151555,0.455,0.349,6.38820185259456e-11,9,"CALR","NK cells resting"
"1101",5.50570239392835e-15,0.389209850822041,0.349,0.244,7.71734304556937e-11,9,"MAP1LC3B","NK cells resting"
"1102",8.5638532224383e-15,0.356143461176849,0.377,0.274,1.20039530618918e-10,9,"SEPW1","NK cells resting"
"1103",1.01973937154906e-14,0.338013940102773,0.499,0.403,1.42936867710032e-10,9,"CAP1","NK cells resting"
"1104",1.21249206069898e-14,0.358278977595066,0.382,0.272,1.69955012148176e-10,9,"SELT","NK cells resting"
"1105",1.3501675508401e-14,0.345236616923365,0.691,0.633,1.89252985601256e-10,9,"LY6E","NK cells resting"
"1106",2.08249209001334e-14,0.367177305478356,0.347,0.239,2.9190291625717e-10,9,"AKAP13","NK cells resting"
"1107",2.34738284814537e-14,0.337672267073271,0.488,0.394,3.29032653824536e-10,9,"VAMP8","NK cells resting"
"1108",3.62421774335087e-14,0.409269753529653,0.372,0.275,5.08006601085491e-10,9,"RALY","NK cells resting"
"1109",4.01275716827571e-14,0.347125655505253,0.315,0.209,5.62468172277206e-10,9,"VASP","NK cells resting"
"1110",4.92667648824645e-14,0.351891770026475,0.358,0.248,6.90572243357506e-10,9,"FYN","NK cells resting"
"1111",7.36616399433998e-14,0.343225536106081,0.395,0.286,1.03251520708663e-09,9,"SIGIRR","NK cells resting"
"1112",7.78886325928773e-14,0.367079737151957,0.268,0.169,1.09176496305436e-09,9,"STK10","NK cells resting"
"1113",1.26213920111824e-13,0.36177754507555,0.322,0.218,1.76914051820744e-09,9,"ADGRE5","NK cells resting"
"1114",1.45034205327883e-13,0.332027128022029,0.509,0.43,2.03294445608094e-09,9,"TRAPPC1","NK cells resting"
"1115",2.08961018611236e-13,0.360286921879922,0.269,0.173,2.92900659787369e-09,9,"IFI27L2","NK cells resting"
"1116",2.11979327954883e-13,0.38981875388164,0.455,0.356,2.9713142399436e-09,9,"CDC42SE1","NK cells resting"
"1117",2.70465811014752e-13,0.356277817255174,0.338,0.239,3.79111927299378e-09,9,"NAA38","NK cells resting"
"1118",6.38613341991622e-13,0.328406857431464,0.391,0.286,8.95144321469657e-09,9,"BST2","NK cells resting"
"1119",7.16489854934609e-13,0.328638748749092,0.326,0.225,1.00430382966184e-08,9,"DNAJB6","NK cells resting"
"1120",1.16835975382209e-12,0.345001863126416,0.433,0.341,1.63768986693243e-08,9,"C9orf142","NK cells resting"
"1121",1.87459834143134e-12,0.344132222565425,0.355,0.261,2.6276244951843e-08,9,"RHOF","NK cells resting"
"1122",2.7600862423888e-12,0.319453379038486,0.363,0.268,3.86881288595638e-08,9,"GNG5","NK cells resting"
"1123",2.95977528668296e-12,0.328193986504349,0.39,0.297,4.1487170193435e-08,9,"SELK","NK cells resting"
"1124",3.9908519482047e-12,0.347170493850055,0.395,0.311,5.59397717579852e-08,9,"MYEOV2","NK cells resting"
"1125",6.84950140777798e-12,0.342298582340527,0.306,0.213,9.60094612328239e-08,9,"MYDGF","NK cells resting"
"1126",8.09349671032078e-12,0.353631678261005,0.266,0.176,1.13446543388566e-07,9,"IQGAP1","NK cells resting"
"1127",1.40098820037062e-11,0.329130335642402,0.314,0.222,1.9637651604595e-07,9,"ZNHIT1","NK cells resting"
"1128",2.23333576750792e-11,0.323812608194007,0.345,0.256,3.13046674531586e-07,9,"NOP10","NK cells resting"
"1129",2.41280039021566e-11,0.338176874556271,0.282,0.193,3.38202230696528e-07,9,"SERPINB1","NK cells resting"
"1130",2.44780779287075e-11,0.335872453167126,0.306,0.218,3.43109218326693e-07,9,"RPS19BP1","NK cells resting"
"1131",3.44173632905547e-11,0.312001457342344,0.265,0.176,4.82428181243705e-07,9,"LRP10","NK cells resting"
"1132",3.50885240387504e-11,0.33081117174479,0.317,0.225,4.91835841451164e-07,9,"INPP5D","NK cells resting"
"1133",3.77991714861123e-11,0.344471891682215,0.26,0.171,5.29830986720836e-07,9,"PHPT1","NK cells resting"
"1134",4.02331216270789e-11,0.325486519470637,0.369,0.275,5.63947665846765e-07,9,"RP5-1171I10.5","NK cells resting"
"1135",6.8592809641131e-11,0.315687585876031,0.301,0.213,9.61465412739732e-07,9,"RNPEPL1","NK cells resting"
"1136",7.98818074274163e-11,0.324365977883752,0.344,0.26,1.11970329471009e-06,9,"TMED9","NK cells resting"
"1137",8.57159501320251e-11,0.303207079648266,0.365,0.278,1.2014804730006e-06,9,"TSC22D4","NK cells resting"
"1138",1.07061027460665e-10,0.353811760149138,0.265,0.179,1.50067442191614e-06,9,"CEBPB","NK cells resting"
"1139",1.07872223461579e-10,0.309807576377739,0.431,0.335,1.51204495626095e-06,9,"GIMAP7","NK cells resting"
"1140",1.53226431891467e-10,0.300765469933028,0.363,0.275,2.14777489582269e-06,9,"CASP4","NK cells resting"
"1141",1.76403508290318e-10,0.341277653235742,0.347,0.264,2.47264797570539e-06,9,"SYTL1","NK cells resting"
"1142",1.8956415811874e-10,0.33346923112705,0.311,0.227,2.65712080435037e-06,9,"POLR3GL","NK cells resting"
"1143",2.07424063459116e-10,0.32695802167342,0.418,0.339,2.90746309750643e-06,9,"PDIA3","NK cells resting"
"1144",2.38038834077163e-10,0.310301334032686,0.288,0.207,3.33659033725959e-06,9,"NDUFS6","NK cells resting"
"1145",2.61508559765246e-10,0.305463930102202,0.344,0.259,3.66556548222945e-06,9,"ETS1","NK cells resting"
"1146",2.69203123893257e-10,0.312374782017774,0.425,0.352,3.77342018761178e-06,9,"CD47","NK cells resting"
"1147",7.40492679488566e-10,0.311592403680613,0.317,0.239,1.03794858883912e-05,9,"ANAPC11","NK cells resting"
"1148",1.61773784665964e-09,0.311174189666225,0.279,0.199,2.26758313966282e-05,9,"BZW1","NK cells resting"
"1149",7.38493518426925e-09,0.304294223819162,0.271,0.196,0.000103514636477902,9,"LINC00869","NK cells resting"
"1150",7.8060275545028e-09,0.310159958394075,0.325,0.25,0.000109417088231466,9,"YPEL3","NK cells resting"
"1151",8.21990050393323e-09,0.315496437436942,0.339,0.265,0.000115218345363632,9,"DYNLL1","NK cells resting"
"1152",2.1465024245812e-08,0.308940707855507,0.285,0.212,0.000300875244853547,9,"SKAP1","NK cells resting"
"1153",2.42316496050274e-08,0.306723070027893,0.273,0.201,0.000339655032513669,9,"PSMA4","NK cells resting"
"1154",7.86926542612377e-08,0.327344615871221,0.363,0.296,0.00110303493477977,9,"ATM","NK cells resting"
"1155",2.89500202514719e-07,0.353520928791724,0.45,0.393,0.00405792433864882,9,"C1orf56","NK cells resting"
"1156",3.37358009906308e-158,0.740848874153626,0.956,0.579,4.72874722485672e-154,2,"CRIP1","T cells CD4 - 1"
"1157",3.60588159944603e-147,0.726064739244154,0.986,0.773,5.05436423794351e-143,2,"LTB","T cells CD4 - 1"
"1158",5.55216431375173e-121,0.619878360198768,0.979,0.715,7.7824687185858e-117,2,"IL32","T cells CD4 - 1"
"1159",2.67984415468717e-119,0.685494891698938,0.888,0.617,3.75633755162501e-115,2,"VIM","T cells CD4 - 1"
"1160",4.99361381401541e-107,0.700092307285177,0.568,0.227,6.9995484831054e-103,2,"ITGB1","T cells CD4 - 1"
"1161",2.7786265648905e-103,0.685828917826933,0.684,0.326,3.89480085600702e-99,2,"IL7R","T cells CD4 - 1"
"1162",7.68867862638504e-92,0.47687725495307,0.992,0.788,1.07772208306039e-87,2,"S100A4","T cells CD4 - 1"
"1163",2.88370305592281e-80,0.510897054950761,0.84,0.576,4.04208657348701e-76,2,"LDHB","T cells CD4 - 1"
"1164",5.63232925122599e-73,0.465790799541374,0.627,0.319,7.89483591144347e-69,2,"S100A11","T cells CD4 - 1"
"1165",8.82615988629063e-67,0.518517969660111,0.381,0.15,1.23716283126136e-62,2,"CORO1B","T cells CD4 - 1"
"1166",9.58060578580876e-67,0.463949104761087,0.911,0.638,1.34291351299681e-62,2,"TRAC","T cells CD4 - 1"
"1167",5.90684393866729e-66,0.508401794209701,0.784,0.52,8.27962314882994e-62,2,"S100A10","T cells CD4 - 1"
"1168",1.083614894877e-65,0.434767952678893,0.367,0.138,1.51890299814909e-61,2,"TIMP1","T cells CD4 - 1"
"1169",9.88037751083912e-62,0.453574106232623,0.319,0.115,1.38493251569432e-57,2,"MAL","T cells CD4 - 1"
"1170",8.26162069594807e-61,0.427162380496283,0.258,0.082,1.15803137295104e-56,2,"TNFRSF25","T cells CD4 - 1"
"1171",2.45778782109244e-57,0.421763131340672,0.338,0.132,3.44508118882528e-53,2,"TRAT1","T cells CD4 - 1"
"1172",2.97787737121831e-55,0.414680881710685,0.882,0.7,4.17409071123671e-51,2,"FXYD5","T cells CD4 - 1"
"1173",2.91925444417467e-53,0.478002310644122,0.506,0.261,4.09191895439964e-49,2,"PLP2","T cells CD4 - 1"
"1174",2.40290918592573e-51,0.410292665580886,0.397,0.177,3.3681578059121e-47,2,"FLT3LG","T cells CD4 - 1"
"1175",5.14627999555994e-44,0.411192537982853,0.721,0.484,7.21354066977637e-40,2,"GSTK1","T cells CD4 - 1"
"1176",4.75470508876966e-41,0.372733724226822,0.358,0.169,6.66467012292844e-37,2,"TRADD","T cells CD4 - 1"
"1177",7.44799806320445e-40,0.395192524915542,0.371,0.179,1.04398588851937e-35,2,"PBXIP1","T cells CD4 - 1"
"1178",1.75763509827089e-39,0.363759393252079,0.272,0.113,2.4636771172463e-35,2,"PAG1","T cells CD4 - 1"
"1179",4.90392087189361e-38,0.40217654195809,0.444,0.235,6.87382588613328e-34,2,"CD27","T cells CD4 - 1"
"1180",4.11689103678527e-37,0.374873620796431,0.506,0.292,5.77064616626192e-33,2,"ARHGAP15","T cells CD4 - 1"
"1181",7.15022055295645e-35,0.310532005676136,0.27,0.117,1.0022464149079e-30,2,"SERINC5","T cells CD4 - 1"
"1182",1.04209538887692e-34,0.342003819271466,0.316,0.149,1.46070510658878e-30,2,"RCAN3","T cells CD4 - 1"
"1183",9.15842906612664e-31,0.351463217589711,0.337,0.172,1.28373700219897e-26,2,"ITM2A","T cells CD4 - 1"
"1184",1.46465153976931e-30,0.304631207539421,0.539,0.324,2.05300206329465e-26,2,"LEPROTL1","T cells CD4 - 1"
"1185",3.33824846018064e-30,0.319210254465162,0.304,0.148,4.6792228666352e-26,2,"TTC39C","T cells CD4 - 1"
"1186",2.23892003456443e-29,0.339435138292867,0.572,0.366,3.13829421244896e-25,2,"ANXA1","T cells CD4 - 1"
"1187",1.18109853529825e-26,0.380965691503595,0.776,0.644,1.65554581692756e-22,2,"TRBC2","T cells CD4 - 1"
"1188",6.46455439231784e-26,0.304382155888621,0.616,0.429,9.06136589171191e-22,2,"CD44","T cells CD4 - 1"
"1189",1.18972662674634e-25,0.326406794463888,0.355,0.197,1.66763981271035e-21,2,"PIM1","T cells CD4 - 1"
